ANSWER,ID,SECTION,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
2,5,3,1.059,1.376166667,1.243,1.199,0.389,0.662,1.243,0.017,1.585,2.198,1.243,3.963,0.223276584,0.167457438,0.027909573,0.390734022,0.243742448,0.237556821,0.035761551,0.482939179,1.137778743,1.167279412,1.216760962,0.777777778,0.977869274,0.434877832,0.370123692,0.418979646,0.571428571,0.506425967,0.565122168,0.629876308,0.581020354,0.428571429,0.493574033,0.325977616,0.007410636,0.788499801,0.933333333,0.934008458,0.217134265,0.1683254,0.176326621,0.275862069,0.243742448,0.282165192,0.28645608,0.244521081,0.206896552,0.237556821,0.254861087,0.537862397,0.13828012,0.034482759,0.035761551,0.245839456,0.007356123,0.440872177,0.482758621,0.482939179,0.539965248,0.761642157,0.439533239,0.111111111,0.127946475,0.460034752,0.238357843,0.560466761,0.888888889,0.872053525,0.474578428,0.652493438,0.3612322,0.142857143,0.130842105,0.525421572,0.347506562,0.6387678,0.857142857,0.869157895
2,5,4,0.714230769,0.730692308,0.4442,0.497863636,0.035,0.191,0.247,0.09,1.746,2.063,0.617,1.897,0.362824449,0.362824449,0.139547865,0.614010606,0.290537581,0.297233869,0.069497465,0.342731085,1.014210205,1.553191489,1.134151502,1,1.018598992,0.494303663,0.154867257,0.458388028,0.5,0.494303663,0.505696337,0.845132743,0.541611972,0.5,0.505696337,0.263542192,0.190274841,0.428603705,0.709677419,0.521447274,0.299218578,0.062166963,0.276134746,0.245283019,0.290537581,0.306114946,0.339253996,0.326269176,0.245283019,0.297233869,0.186092364,0.438721137,0.097580263,0.094339623,0.069497465,0.208574113,0.159857904,0.300015815,0.41509434,0.342731085,0.38344976,0.875886525,0.26110876,0.277777778,0.193029724,0.61655024,0.124113475,0.73889124,0.722222222,0.806970276,0.378077205,0.563926941,0.230223881,0.277777778,0.189505119,0.621922795,0.436073059,0.769776119,0.722222222,0.810494881
4,6,1,0.570957143,1.344307692,0.099,0.59389375,0.2377,0.03,0.008,0.0173,0.949,4.059,0.268,1.912,0.249128052,0.462666382,0.177948608,0.569435547,0.127000318,0.555322529,0.015729266,0.301947887,2.154328389,0.154660155,3.555464256,1.5,4.000935058,0.298108717,0.887934255,0.189496805,0.35,0.186129364,0.701891283,0.112065745,0.810503195,0.65,0.813870636,0.294843925,0.062749365,0.362395754,0.64,0.432557801,0.218911973,0.811262799,0.132025598,0.170731707,0.127000318,0.515424062,0.102389078,0.564691152,0.317073171,0.555322529,0.037957815,0.027303754,0.037284363,0.12195122,0.015729266,0.22770615,0.059044369,0.265998887,0.390243902,0.301947887,0.147770646,0.032560033,0.22021364,0.416666667,0.110203264,0.852229354,0.967439967,0.77978636,0.583333333,0.889796736,0.068592443,0.210526316,0.061936677,0.277777778,0.027544377,0.931407557,0.789473684,0.938063323,0.722222222,0.972455623
2,6,2,1.018777778,0.721272727,0.14,0.57345,0.248,0.187,0.14,0.025,2.019,1.17,0.14,2.538,0.320307495,0.391486939,0.035589722,0.711794434,0.319343828,0.276330454,0.00487601,0.399449707,0.743259617,0.842783505,0.60676239,1.2,0.867332689,0.585487476,0.570114943,0.633113829,0.45,0.536104777,0.414512524,0.429885057,0.366886171,0.55,0.463895223,0.305018402,0.043478261,0.762391108,0.952380952,0.665139477,0.415234387,0.413333333,0.344128175,0.219512195,0.319343828,0.293977004,0.311666667,0.199420487,0.268292683,0.276330454,0.057061329,0.233333333,0.023862281,0.024390244,0.00487601,0.23372728,0.041666667,0.432589057,0.487804878,0.399449707,0.120816953,0.360824742,0.064844836,0.1,0.015039209,0.879183047,0.639175258,0.935155164,0.9,0.984960791,0.162550137,0.428134557,0.106870229,0.083333333,0.017339609,0.837449863,0.571865443,0.893129771,0.916666667,0.982660391
2,6,3,1.376166667,1.059,1.243,1.199,0.662,0.389,1.243,0.017,2.198,1.585,1.243,3.963,0.217375552,0.28983407,0.036229259,0.507209622,0.237556821,0.243742448,0.035761551,0.482939179,0.878905504,0.856692913,0.821854112,1.285714286,1.022631579,0.565122168,0.629876308,0.581020354,0.428571429,0.493574033,0.434877832,0.370123692,0.418979646,0.571428571,0.506425967,0.325977616,0.007410636,0.788499801,0.933333333,0.934008458,0.282165192,0.28645608,0.244521081,0.206896552,0.237556821,0.217134265,0.1683254,0.176326621,0.275862069,0.243742448,0.254861087,0.537862397,0.13828012,0.034482759,0.035761551,0.245839456,0.007356123,0.440872177,0.482758621,0.482939179,0.474578428,0.652493438,0.3612322,0.142857143,0.130842105,0.525421572,0.347506562,0.6387678,0.857142857,0.869157895,0.539965248,0.761642157,0.439533239,0.111111111,0.127946475,0.460034752,0.238357843,0.560466761,0.888888889,0.872053525
2,6,4,0.730692308,0.714230769,0.4442,0.497863636,0.191,0.035,0.247,0.09,2.063,1.746,0.617,1.897,0.470980364,0.470980364,0.181146294,0.797043692,0.297233869,0.290537581,0.069497465,0.342731085,0.985988896,0.643835616,0.881716418,1,0.981740614,0.505696337,0.845132743,0.541611972,0.5,0.505696337,0.494303663,0.154867257,0.458388028,0.5,0.494303663,0.263542192,0.190274841,0.428603705,0.709677419,0.521447274,0.306114946,0.339253996,0.326269176,0.245283019,0.297233869,0.299218578,0.062166963,0.276134746,0.245283019,0.290537581,0.186092364,0.438721137,0.097580263,0.094339623,0.069497465,0.208574113,0.159857904,0.300015815,0.41509434,0.342731085,0.378077205,0.563926941,0.230223881,0.277777778,0.189505119,0.621922795,0.436073059,0.769776119,0.722222222,0.810494881,0.38344976,0.875886525,0.26110876,0.277777778,0.193029724,0.61655024,0.124113475,0.73889124,0.722222222,0.806970276
3,7,1,1.121125,0.991285714,0.853,0.519,0.135,0.024,0.303,0.017,3.215,2.696,1.403,1.532,0.227259815,0.198852338,0.056814954,0.397704676,0.360490354,0.278898714,0.068569132,0.292041801,0.934229451,0.746575342,0.887613686,0.9,0.809836066,0.530732491,0.849056604,0.543901201,0.533333333,0.563804375,0.469267509,0.150943396,0.456098799,0.466666667,0.436195625,0.175017915,0.036796537,0.209461307,0.823529412,0.412512774,0.32175455,0.281837161,0.363441103,0.258064516,0.360490354,0.284491639,0.050104384,0.304770518,0.225806452,0.278898714,0.244804666,0.63256785,0.158602758,0.064516129,0.068569132,0.148949146,0.035490605,0.173185621,0.451612903,0.292041801,0.432090167,0.691780822,0.303811174,0.2,0.159812646,0.567909833,0.308219178,0.696188826,0.8,0.840187354,0.462509682,0.926605505,0.342278605,0.222222222,0.197339503,0.537490318,0.073394495,0.657721395,0.777777778,0.802660497
2,7,2,0.828,0.633285714,0.4315,0.490571429,0.018,0.054,0.004,0.041,2.492,2.133,1.01,1.159,0.511334583,0.397704676,0.340889722,0.596557014,0.379719745,0.22588535,0.131923567,0.262471338,0.845403505,2.636363636,0.89748715,0.866666667,0.699332736,0.566624303,0.25,0.538810811,0.5625,0.627008835,0.433375697,0.75,0.461189189,0.4375,0.372991165,0.259179592,0.539473684,0.205678793,0.477272727,0.355879508,0.347409117,0.153846154,0.36679423,0.276923077,0.379719745,0.265711631,0.461538462,0.313953488,0.215384615,0.22588535,0.181047142,0.034188034,0.148660583,0.184615385,0.131923567,0.20583211,0.35042735,0.170591699,0.323076923,0.262471338,0.342596268,0.181818182,0.288406625,0.4,0.257842844,0.657403732,0.818181818,0.711593375,0.6,0.742157156,0.405245858,0.068965517,0.32134903,0.461538462,0.368698377,0.594754142,0.931034483,0.67865097,0.538461538,0.631301623
3,7,3,0.896333333,0.666636364,0.3,0.425647059,0.013,0.038,0.012,0.089,3.735,2.135,0.722,1.47,0.377909906,0.277133931,0.251939938,0.428297894,0.433513897,0.236441607,0.096730509,0.233313987,0.807999189,2,0.641014135,0.84,0.628336881,0.573480941,0.254901961,0.636286201,0.576923077,0.647078641,0.426519059,0.745098039,0.363713799,0.423076923,0.352921359,0.228477715,1.412698413,0.222997573,0.472222222,0.304314913,0.391648506,0.085526316,0.463284545,0.283018868,0.433513897,0.291283528,0.25,0.264822625,0.20754717,0.236441607,0.131083546,0.078947368,0.089555941,0.188679245,0.096730509,0.18598442,0.585526316,0.182336889,0.320754717,0.233313987,0.25076623,0.48,0.161992372,0.4,0.182426269,0.74923377,0.52,0.838007628,0.6,0.817573731,0.310354557,0.24,0.252712636,0.476190476,0.290331946,0.689645443,0.76,0.747287364,0.523809524,0.709668054
3,7,4,1.143857143,0.815875,0.525833333,0.544294118,0.258,0.113,0.119,0.01,2.293,2.393,0.887,2.127,0.352715913,0.20155195,0.151163963,0.428297894,0.458210535,0.186757847,0.0902744,0.264757218,0.8035671,0.615384615,1.031446541,0.7,0.505086337,0.58368035,0.69541779,0.489329919,0.636363636,0.710438756,0.41631965,0.30458221,0.510670081,0.363636364,0.289561244,0.218982007,0.020408163,0.381661583,0.607142857,0.360094956,0.377528102,0.516,0.297792208,0.311111111,0.458210535,0.269278155,0.226,0.310779221,0.177777778,0.186757847,0.173550396,0.238,0.115194805,0.133333333,0.0902744,0.179643347,0.02,0.276233766,0.377777778,0.264757218,0.314928629,0.315649867,0.278930818,0.3,0.164588659,0.685071371,0.684350133,0.721069182,0.7,0.835411341,0.391913295,0.512931034,0.270426829,0.428571429,0.325862425,0.608086705,0.487068966,0.729573171,0.571428571,0.674137575
5,8,1,0.991285714,1.121125,0.853,0.519,0.024,0.135,0.303,0.017,2.696,3.215,1.403,1.532,0.175693991,0.200793133,0.050198283,0.351387983,0.278898714,0.360490354,0.068569132,0.292041801,1.070400852,1.339449541,1.126616248,1.111111111,1.234817814,0.469267509,0.150943396,0.456098799,0.466666667,0.436195625,0.530732491,0.849056604,0.543901201,0.533333333,0.563804375,0.175017915,0.036796537,0.209461307,0.823529412,0.412512774,0.284491639,0.050104384,0.304770518,0.225806452,0.278898714,0.32175455,0.281837161,0.363441103,0.258064516,0.360490354,0.244804666,0.63256785,0.158602758,0.064516129,0.068569132,0.148949146,0.035490605,0.173185621,0.451612903,0.292041801,0.462509682,0.926605505,0.342278605,0.222222222,0.197339503,0.537490318,0.073394495,0.657721395,0.777777778,0.802660497,0.432090167,0.691780822,0.303811174,0.2,0.159812646,0.567909833,0.308219178,0.696188826,0.8,0.840187354
5,8,2,0.633285714,0.828,0.4315,0.490571429,0.054,0.018,0.004,0.041,2.133,2.492,1.01,1.159,0.351387983,0.451784549,0.301189699,0.527081974,0.22588535,0.379719745,0.131923567,0.262471338,1.182867109,0.379310345,1.114222081,1.153846154,1.429934492,0.433375697,0.75,0.461189189,0.4375,0.372991165,0.566624303,0.25,0.538810811,0.5625,0.627008835,0.259179592,0.539473684,0.205678793,0.477272727,0.355879508,0.265711631,0.461538462,0.313953488,0.215384615,0.22588535,0.347409117,0.153846154,0.36679423,0.276923077,0.379719745,0.181047142,0.034188034,0.148660583,0.184615385,0.131923567,0.20583211,0.35042735,0.170591699,0.323076923,0.262471338,0.405245858,0.068965517,0.32134903,0.461538462,0.368698377,0.594754142,0.931034483,0.67865097,0.538461538,0.631301623,0.342596268,0.181818182,0.288406625,0.4,0.257842844,0.657403732,0.818181818,0.711593375,0.6,0.742157156
5,8,3,0.666636364,0.896333333,0.3,0.425647059,0.038,0.013,0.012,0.089,2.135,3.735,0.722,1.47,0.402105571,0.548325779,0.365550519,0.621435882,0.236441607,0.433513897,0.096730509,0.233313987,1.237625004,0.5,1.560028001,1.19047619,1.591502952,0.426519059,0.745098039,0.363713799,0.423076923,0.352921359,0.573480941,0.254901961,0.636286201,0.576923077,0.647078641,0.228477715,1.412698413,0.222997573,0.472222222,0.304314913,0.291283528,0.25,0.264822625,0.20754717,0.236441607,0.391648506,0.085526316,0.463284545,0.283018868,0.433513897,0.131083546,0.078947368,0.089555941,0.188679245,0.096730509,0.18598442,0.585526316,0.182336889,0.320754717,0.233313987,0.310354557,0.24,0.252712636,0.476190476,0.290331946,0.689645443,0.76,0.747287364,0.523809524,0.709668054,0.25076623,0.48,0.161992372,0.4,0.182426269,0.74923377,0.52,0.838007628,0.6,0.817573731
5,8,4,0.815875,1.143857143,0.525833333,0.544294118,0.113,0.258,0.119,0.01,2.393,2.293,0.887,2.127,0.292440415,0.511770727,0.219330311,0.621435882,0.186757847,0.458210535,0.0902744,0.264757218,1.244451148,1.625,0.969512195,1.428571429,1.979859533,0.41631965,0.30458221,0.510670081,0.363636364,0.289561244,0.58368035,0.69541779,0.489329919,0.636363636,0.710438756,0.218982007,0.020408163,0.381661583,0.607142857,0.360094956,0.269278155,0.226,0.310779221,0.177777778,0.186757847,0.377528102,0.516,0.297792208,0.311111111,0.458210535,0.173550396,0.238,0.115194805,0.133333333,0.0902744,0.179643347,0.02,0.276233766,0.377777778,0.264757218,0.391913295,0.512931034,0.270426829,0.428571429,0.325862425,0.608086705,0.487068966,0.729573171,0.571428571,0.674137575,0.314928629,0.315649867,0.278930818,0.3,0.164588659,0.685071371,0.684350133,0.721069182,0.7,0.835411341
4,9,1,0.852111111,1.044166667,0.4124,1.061818182,0.294,0.403,0.082,0.211,1.667,2,0.859,2.096,0.292122432,0.194748288,0.16229024,0.357038528,0.277099292,0.226369418,0.074504986,0.422026304,1.151881272,1.289893617,1.131828979,0.785714286,0.855718837,0.449359857,0.421807747,0.454595037,0.6,0.550380365,0.550640143,0.578192253,0.545404963,0.4,0.449619635,0.459924807,0.270860077,0.463102077,0.55,0.730182546,0.252814755,0.296969697,0.251736635,0.290322581,0.277099292,0.309796148,0.407070707,0.302023558,0.193548387,0.226369418,0.12235588,0.082828283,0.129719118,0.161290323,0.074504986,0.315033216,0.213131313,0.316520689,0.35483871,0.422026304,0.326133947,0.218085106,0.340063341,0.357142857,0.211900113,0.673866053,0.781914894,0.659936659,0.642857143,0.788099887,0.283131565,0.169072165,0.300454704,0.454545455,0.247628197,0.716868435,0.830927835,0.699545296,0.545454545,0.752371803
4,9,2,2.1912,0.837428571,0,0.928846154,0.867,0.288,0,0.012,4.278,1.905,0,2.473,0.16229024,0.227206336,0,0.421954624,0.379192192,0.202886512,0,0.417921296,0.382178063,0.332179931,0.445301543,1.4,0.535049288,0.723495783,0.750649351,0.691897137,0.416666667,0.65144488,0.276504217,0.249350649,0.308102863,0.583333333,0.34855512,0.306688698,0.01038961,0.399967653,1.083333333,0.717980735,0.553686417,0.742930591,0.49422366,0.2,0.379192192,0.211606802,0.246786632,0.220078558,0.28,0.202886512,0,0,0,0,0,0.234706781,0.010282776,0.285697782,0.52,0.417921296,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
3,9,3,1.022769231,0.802285714,0.224333333,0.967533333,0.186,0.05,0.04,0.001,3.001,1.576,0.339,2.465,0.346981263,0.186836065,0.160145198,0.400362996,0.382387622,0.161513905,0.03871042,0.417388053,0.823203381,0.398230088,0.573353293,0.684210526,0.475481492,0.560404624,0.788135593,0.655669653,0.65,0.703045685,0.439595376,0.211864407,0.344330347,0.35,0.296954315,0.472108357,0.003623188,0.501423922,0.576923077,0.716408333,0.339010873,0.671480144,0.406584474,0.317073171,0.382387622,0.265928591,0.180505415,0.213521203,0.170731707,0.161513905,0.074358357,0.144404332,0.045928736,0.146341463,0.03871042,0.320702179,0.003610108,0.333965587,0.365853659,0.417388053,0.179883628,0.17699115,0.101497006,0.315789474,0.091927332,0.820116372,0.82300885,0.898502994,0.684210526,0.908072668,0.218516629,0.444444444,0.177023499,0.461538462,0.193335248,0.781483371,0.555555556,0.822976501,0.538461538,0.806664752
3,9,4,1.3383,0.831,0.482,0.927611111,0.46,0.039,0.276,0.006,2.859,1.256,0.677,5.185,0.266908664,0.266908664,0.080072599,0.480435595,0.335952405,0.208605282,0.036298825,0.419143488,0.721309674,0.42798913,0.546662896,1,0.657900061,0.616927119,0.921843687,0.694775213,0.5,0.616927119,0.383072881,0.078156313,0.305224787,0.5,0.383072881,0.349870294,0.007741935,1.082011686,0.782608696,0.721595575,0.373940553,0.588988476,0.286559086,0.243902439,0.335952405,0.232193529,0.04993598,0.125889546,0.243902439,0.208605282,0.134677835,0.353393086,0.067856069,0.073170732,0.036298825,0.259188083,0.007682458,0.519695299,0.43902439,0.419143488,0.264791518,0.375,0.191459276,0.230769231,0.097511633,0.735208482,0.625,0.808540724,0.769230769,0.902488367,0.367098248,0.876190476,0.350232799,0.230769231,0.148216482,0.632901752,0.123809524,0.649767201,0.769230769,0.851783518
3,10,1,1.044166667,0.852111111,0.4124,1.061818182,0.403,0.294,0.082,0.211,2,1.667,0.859,2.096,0.15,0.225,0.125,0.275,0.226369418,0.277099292,0.074504986,0.422026304,0.868145029,0.775257732,0.883525708,1.272727273,1.168608142,0.550640143,0.578192253,0.545404963,0.4,0.449619635,0.449359857,0.421807747,0.454595037,0.6,0.550380365,0.459924807,0.270860077,0.463102077,0.55,0.730182546,0.309796148,0.407070707,0.302023558,0.193548387,0.226369418,0.252814755,0.296969697,0.251736635,0.290322581,0.277099292,0.12235588,0.082828283,0.129719118,0.161290323,0.074504986,0.315033216,0.213131313,0.316520689,0.35483871,0.422026304,0.283131565,0.169072165,0.300454704,0.454545455,0.247628197,0.716868435,0.830927835,0.699545296,0.545454545,0.752371803,0.326133947,0.218085106,0.340063341,0.357142857,0.211900113,0.673866053,0.781914894,0.659936659,0.642857143,0.788099887
2,10,2,0.837428571,2.1912,0,0.928846154,0.288,0.867,0,0.012,1.905,4.278,0,2.473,0.175,0.125,0,0.325,0.202886512,0.379192192,0,0.417921296,2.616581372,3.010416667,2.245669291,0.714285714,1.868986694,0.276504217,0.249350649,0.308102863,0.583333333,0.34855512,0.723495783,0.750649351,0.691897137,0.416666667,0.65144488,0.306688698,0.01038961,0.399967653,1.083333333,0.717980735,0.211606802,0.246786632,0.220078558,0.28,0.202886512,0.553686417,0.742930591,0.49422366,0.2,0.379192192,0,0,0,0,0,0.234706781,0.010282776,0.285697782,0.52,0.417921296,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
